prompt_id,category,mandatory,num_trials,ttft_mean_ms,ttft_std_ms,tpot_mean_ms,tpot_std_ms,decode_tps_mean,decode_tps_std,memory_mb_mean,output_tokens_mean,goodput_percent
short_baseline_01,short,True,3,1051.1,18.22,170.46,0.16,5.93,0.01,18.06,100,0.0
short_02,short,False,3,756.15,8.16,170.4,0.13,5.93,0.01,18.06,100,0.0
short_03,short,False,3,1592.28,6.22,170.57,0.13,5.92,0.01,18.06,100,0.0
short_04,short,False,3,2439.01,0.88,170.73,0.11,5.92,0.01,18.06,100,0.0
short_05,short,False,3,1450.22,1.24,170.53,0.11,5.93,0.01,18.06,100,0.0
short_06,short,False,3,2007.15,0.18,170.64,0.11,5.92,0.01,18.06,100,0.0
short_07,short,False,3,1170.15,0.58,170.5,0.08,5.93,0.01,18.06,100,0.0
short_08,short,False,3,1172.83,5.44,170.54,0.11,5.92,0.01,18.06,100,0.0
short_09,short,False,3,1181.1,19.54,170.49,0.07,5.93,0.01,18.06,100,0.0
short_10,short,False,3,1730.84,5.58,170.53,0.05,5.92,0.01,18.06,100,0.0
medium_reasoning_01,medium,True,3,2858.16,1.01,170.74,0.04,5.92,0.0,18.06,100,0.0
medium_02,medium,False,3,3417.08,1.11,170.86,0.03,5.91,0.0,18.06,100,0.0
medium_03,medium,False,3,3604.05,5899.1,173.7,2.97,5.81,0.1,18.06,100,0.0
medium_04,medium,False,3,4537.95,1.65,171.07,0.05,5.91,0.01,18.06,100,0.0
medium_05,medium,False,3,1836.36,2833.26,173.44,3.93,5.83,0.13,18.06,100,0.0
medium_06,medium,False,3,1693.37,2593.41,173.08,3.45,5.84,0.12,18.06,100,0.0
medium_07,medium,False,3,2347.15,3724.77,173.48,3.48,5.82,0.12,18.06,100,0.0
medium_08,medium,False,3,4410.97,18.01,171.07,0.05,5.9,0.01,18.06,100,0.0
medium_09,medium,False,3,1880.5,2916.87,173.52,4.05,5.82,0.13,18.06,100,0.0
medium_10,medium,False,3,1891.56,2907.75,173.29,3.61,5.83,0.12,18.06,100,0.0
long_context_01,long,True,3,7900.9,13328.05,177.91,3.22,5.68,0.11,18.06,100,0.0
long_02,long,False,3,11973.86,20362.24,180.26,1.34,5.6,0.04,18.06,100,0.0
long_03,long,False,3,15032.13,25650.81,181.46,0.69,5.57,0.02,18.06,100,0.0
long_04,long,False,3,18088.38,30925.17,183.45,2.81,5.51,0.08,18.06,100,0.0
long_05,long,False,3,17182.82,29356.49,182.71,3.0,5.53,0.09,18.06,100,0.0
long_06,long,False,3,17322.72,29607.8,182.74,2.52,5.53,0.08,18.06,100,0.0
long_07,long,False,3,17887.32,30586.52,182.64,2.38,5.53,0.07,18.06,100,0.0
long_08,long,False,3,17465.52,29852.85,183.03,2.36,5.52,0.07,18.06,100,0.0
long_09,long,False,3,18372.36,31423.27,182.48,2.33,5.54,0.07,18.06,100,0.0
long_10,long,False,3,18380.2,31414.05,183.24,2.14,5.51,0.06,18.06,100,0.0
