user,system,iowait
64.9,0.0,0.0
64.9,0.0,0.0
65.3,0.0,0.0
65.2,0.0,0.0
66.1,0.0,0.0
66.3,0.1,0.0
66.0,0.1,0.0
66.1,0.1,0.0
65.8,0.0,0.0
66.0,0.1,0.0
66.3,0.1,0.0
65.9,0.1,0.0
37.0,0.2,0.0
54.6,0.7,0.0
65.7,0.0,0.0
64.6,0.0,0.0
64.8,0.1,0.0
64.7,0.0,0.0
65.7,0.0,0.0
64.6,0.0,0.0
64.8,0.0,0.0
65.5,0.0,0.0
64.6,0.0,0.0
64.6,0.1,0.0
65.6,0.0,0.0
65.3,0.1,0.0
64.6,0.0,0.0
64.6,0.1,0.0
65.6,0.0,0.0
64.5,0.0,0.0
64.6,0.0,0.0
65.2,0.1,0.0
66.1,0.0,0.0
66.1,0.0,0.0
65.8,0.1,0.0
66.2,0.3,0.0
66.3,0.0,0.0
66.1,0.1,0.0
66.0,0.1,0.0
65.7,0.7,0.0
65.0,0.1,0.0
26.9,0.3,0.0
64.7,0.1,0.0
64.8,0.0,0.0
62.5,0.0,0.0
64.9,0.0,0.0
64.6,0.0,0.0
63.0,0.0,0.0
64.6,0.0,0.0
64.8,0.1,0.0
62.7,0.0,0.0
64.6,0.0,0.0
64.7,0.0,0.0
62.7,0.0,0.0
64.6,0.0,0.0
65.0,0.1,0.0
62.7,0.0,0.0
64.7,0.0,0.0
64.7,0.0,0.0
64.5,0.0,0.0
62.9,0.0,0.0
64.7,0.0,0.0
64.5,0.1,0.0
62.8,0.0,0.0
64.6,0.0,0.0
63.9,0.1,0.0
66.1,0.1,0.0
66.0,0.1,0.0
66.5,0.1,0.0
66.3,0.1,0.0
66.6,0.2,0.0
66.0,0.2,0.0
66.1,0.0,0.0
66.1,0.1,0.0
57.4,0.6,0.0
33.4,0.1,0.0
65.2,0.0,0.0
64.9,0.1,0.0
64.9,0.1,0.0
64.7,0.0,0.0
64.9,0.0,0.0
64.6,0.0,0.0
63.3,0.0,0.0
64.9,0.0,0.0
64.9,0.0,0.0
65.4,0.1,0.0
64.9,0.0,0.0
65.0,0.0,0.0
64.8,0.0,0.0
64.9,0.0,0.0
64.9,0.0,0.0
63.1,0.0,0.0
64.9,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
64.8,0.0,0.0
64.8,0.0,0.0
64.8,0.1,0.0
64.8,0.0,0.0
65.0,0.0,0.0
65.1,0.1,0.0
63.0,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
65.5,0.5,0.0
66.0,0.1,0.0
66.0,0.1,0.0
66.3,0.0,0.0
66.2,0.0,0.0
66.1,0.0,0.0
66.1,0.1,0.0
66.3,0.0,0.0
66.1,0.0,0.0
23.0,0.4,0.0
64.6,0.0,0.0
62.5,0.0,0.0
64.5,0.0,0.0
64.7,0.0,0.0
64.6,0.0,0.0
64.6,0.0,0.0
64.4,0.0,0.0
62.3,0.0,0.0
64.5,0.0,0.0
64.2,0.3,0.0
64.8,0.1,0.0
64.7,0.0,0.0
64.6,0.0,0.0
63.8,0.1,0.0
63.4,0.0,0.0
64.5,0.0,0.0
64.4,0.0,0.0
64.6,0.0,0.0
64.6,0.0,0.0
64.5,0.0,0.0
62.3,0.1,0.0
64.5,0.0,0.0
64.5,0.0,0.0
64.6,0.1,0.0
64.6,0.0,0.0
64.5,0.0,0.0
62.5,0.0,0.0
66.2,0.0,0.0
66.0,0.1,0.0
66.2,0.1,0.0
66.1,0.2,0.0
66.2,0.1,0.0
65.6,0.0,0.0
66.3,0.1,0.0
65.8,0.1,0.0
65.7,0.0,0.0
35.7,0.4,0.0
54.7,0.0,0.0
64.6,0.0,0.0
62.5,0.0,0.0
64.6,0.0,0.0
64.5,0.1,0.0
64.5,0.0,0.0
64.6,0.0,0.0
64.6,0.0,0.0
64.5,0.0,0.0
63.5,0.1,0.0
63.9,0.0,0.0
64.5,0.1,0.0
64.6,0.0,0.0
64.4,0.0,0.0
64.4,0.0,0.0
64.5,0.0,0.0
64.0,0.0,0.0
62.6,0.4,0.0
64.5,0.0,0.0
64.5,0.0,0.0
64.6,0.0,0.0
64.6,0.0,0.0
64.6,0.0,0.0
64.4,0.0,0.0
63.1,0.1,0.0
64.5,0.0,0.0
64.4,0.0,0.0
64.2,0.1,0.0
66.3,0.1,0.0
66.3,0.1,0.0
67.9,0.5,0.0
68.1,0.2,0.0
66.1,0.1,0.0
65.8,0.1,0.0
66.0,0.1,0.0
66.1,0.0,0.0
66.1,0.0,0.0
23.0,0.4,0.0
64.8,0.0,0.0
65.2,0.1,0.0
65.0,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
64.8,0.0,0.0
63.1,0.0,0.0
64.9,0.0,0.0
64.8,0.0,0.0
64.9,0.1,0.0
64.9,0.0,0.0
64.9,0.0,0.0
64.6,0.0,0.0
63.2,0.0,0.0
64.8,0.1,0.0
64.8,0.0,0.0
65.2,0.1,0.0
65.0,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
64.8,0.0,0.0
63.3,0.0,0.0
65.0,0.0,0.0
64.9,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
65.2,0.0,0.0
64.3,0.1,0.0
66.0,0.1,0.0
66.4,0.1,0.0
66.5,0.0,0.0
66.5,0.2,0.0
66.0,0.1,0.0
66.1,0.1,0.0
66.2,0.2,0.0
66.3,0.0,0.0
47.4,0.2,0.0
43.9,0.0,0.0
64.5,0.0,0.0
64.7,0.0,0.0
64.4,0.0,0.0
63.0,0.0,0.0
64.7,0.0,0.0
64.7,0.0,0.0
64.6,0.0,0.0
64.7,0.0,0.0
65.0,0.1,0.0
64.6,0.0,0.0
62.7,0.0,0.0
64.7,0.1,0.0
64.6,0.0,0.0
64.7,0.0,0.0
64.8,0.0,0.0
64.6,0.0,0.0
64.7,0.0,0.0
62.7,0.0,0.0
64.6,0.0,0.0
64.7,0.0,0.0
64.6,0.0,0.0
64.7,0.0,0.0
64.8,0.0,0.0
64.9,0.1,0.0
62.8,0.0,0.0
64.7,0.0,0.0
64.3,0.0,0.0
65.3,0.8,0.0
66.0,0.1,0.0
66.1,0.0,0.0
66.1,0.0,0.0
66.1,0.2,0.0
65.9,0.1,0.0
66.1,0.1,0.0
65.6,0.2,0.0
66.3,0.0,0.0
26.0,0.3,0.0
64.4,0.0,0.0
63.1,0.1,0.0
