user,system,iowait
31.4,0.0,0.0
16.8,0.2,0.0
27.9,0.0,0.0
32.4,0.0,0.0
31.6,0.0,0.0
31.9,0.0,0.0
32.2,0.4,0.0
32.5,0.0,0.0
31.6,0.0,0.0
31.7,0.0,0.0
31.7,0.0,0.0
32.3,0.0,0.0
31.9,0.0,0.0
31.7,0.0,0.0
13.1,0.2,0.0
31.8,0.0,0.0
31.8,0.0,0.0
31.7,0.0,0.0
31.8,0.0,0.0
31.5,0.0,0.0
32.0,0.0,0.0
32.0,0.1,0.0
31.8,0.1,0.0
31.8,0.0,0.0
31.6,0.0,0.0
26.6,0.1,0.0
17.8,0.1,0.0
31.4,0.0,0.0
31.6,0.0,0.0
32.5,0.0,0.0
31.6,0.0,0.0
31.3,0.1,0.0
31.5,0.0,0.0
32.3,0.0,0.0
31.5,0.0,0.0
31.4,0.0,0.0
32.6,0.1,0.0
32.2,0.0,0.0
31.7,0.1,0.0
13.0,0.3,0.0
2.0,0.2,0.0
1.9,0.3,0.0
6.5,0.2,0.0
22.7,0.3,0.0
32.9,0.1,0.0
33.1,0.1,0.0
6.3,0.4,0.0
20.3,0.1,0.0
32.5,0.1,0.0
32.9,0.1,0.0
12.7,0.3,0.0
2.3,0.6,0.0
23.9,0.0,0.0
32.7,0.3,0.0
32.9,0.1,0.0
16.6,0.5,0.0
9.5,0.6,0.0
13.3,0.3,0.0
28.0,0.1,0.0
1.5,0.4,0.0
29.9,0.2,0.0
33.2,0.0,0.0
3.1,0.4,0.0
23.7,0.0,0.0
32.6,0.2,0.0
33.0,0.1,0.0
14.0,0.5,0.0
32.5,0.4,0.0
13.7,0.2,0.0
6.7,0.3,0.0
20.1,0.1,0.0
10.8,0.2,0.0
17.8,0.7,0.0
32.6,0.3,0.0
15.4,0.4,0.0
32.9,0.1,0.0
1.9,0.3,0.0
24.9,0.2,0.0
32.4,0.1,0.0
33.0,0.1,0.0
13.6,0.2,0.0
33.3,0.3,0.0
32.8,0.1,0.0
32.9,0.1,0.0
13.4,0.3,0.0
32.7,0.2,0.0
27.8,0.1,0.0
1.6,0.2,0.0
4.6,0.6,0.0
7.1,0.2,0.0
11.8,0.1,0.0
13.3,0.2,0.0
4.5,0.4,0.0
6.2,0.1,0.0
14.1,0.1,0.0
32.8,0.2,0.0
33.2,0.3,0.0
20.3,0.2,0.0
26.8,0.0,0.0
32.5,0.1,0.0
33.5,0.0,0.0
13.9,0.3,0.0
13.4,0.3,0.0
24.2,0.4,0.0
22.6,0.1,0.0
11.8,0.4,0.0
15.4,0.4,0.0
5.7,0.1,0.0
21.5,0.0,0.0
15.9,0.2,0.0
13.1,0.2,0.0
2.2,0.6,0.0
2.5,0.4,0.0
1.6,0.3,0.0
29.5,0.1,0.0
4.0,0.4,0.0
5.2,0.1,0.0
14.3,0.2,0.0
31.7,0.1,0.0
14.1,0.2,0.0
17.3,0.2,0.0
1.0,0.4,0.0
