user,system,iowait
2.1,0.0,0.0
9.1,0.6,0.0
11.9,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.1,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.9,0.1,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2,0.3,0.0
0.3,0.4,0.0
0.2,0.2,0.0
0.1,0.2,0.0
0.2,0.3,0.0
0.3,0.4,0.0
0.6,0.5,0.0
0.4,0.5,0.0
0.3,0.5,0.0
0.2,0.4,0.0
0.5,0.2,0.0
1.8,0.7,0.0
7.5,0.1,0.0
0.2,0.3,0.0
0.1,0.5,0.0
0.2,0.5,0.0
0.2,0.2,0.0
0.4,0.3,0.0
0.3,0.2,0.0
0.2,0.2,0.0
0.1,0.2,0.0
0.2,0.2,0.0
0.2,0.4,0.0
0.1,0.6,0.0
0.3,0.8,0.0
0.8,0.4,0.0
0.3,0.3,0.0
0.3,0.4,0.0
0.3,0.4,0.0
1.0,0.5,0.0
1.0,0.6,0.0
0.7,0.6,0.0
0.4,0.3,0.0
0.4,0.3,0.0
0.1,0.1,0.0
0.7,0.1,0.0
0.0,0.1,0.0
0.7,0.0,0.0
0.1,0.1,0.0
0.3,0.3,0.0
0.3,0.5,0.0
0.1,0.3,0.0
0.1,0.0,0.0
0.0,0.0,0.0
0.1,0.3,0.0
5.2,0.2,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
17.5,0.1,0.0
16.7,0.1,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
17.2,0.3,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.4,0.0,0.0
16.6,0.0,0.0
16.6,0.1,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
5.8,0.4,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.6,0.1,0.0
16.6,0.0,0.0
17.0,0.4,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
17.1,0.0,0.0
16.4,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.6,0.1,0.0
16.5,0.0,0.0
16.5,0.0,0.0
16.6,0.1,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.5,0.1,0.0
16.7,0.0,0.0
7.8,0.4,0.0
16.2,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.5,0.0,0.0
16.8,0.1,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.6,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.7,0.0,0.0
16.6,0.0,0.0
